-0.06324806 C, L  ->  C, r  at  -0.06324806 		PREZERO after 1 iterates
-0.14146546 C, r, L, F, F, F, F, F, F  ->  C, r, L, R, R, R, R, R, R  at  -0.14146546 		PREFIXED after 8 iterates
-0.14761358 C, r, L  ->  C, r, r  at  -0.14761358 		PREZERO after 2 iterates
-0.15501456  C, r, r, R, R, R, R, R, R, R  ->  C, r, r, F, F, F, F, F, F, F  at  -0.15501456 		PREFIXED after 9 iterates
-0.15501456 C, r, r, R  ->  C, r, r, F  at  -0.15501456 		PREFIXED after 3 iterates
-0.15501456 C, r, r, R, R  ->  C, r, r, F, F  at  -0.15501456 		PREFIXED after 4 iterates
-0.15501456 C, r, r, R, R, R  ->  C, r, r, F, F, F  at  -0.15501456 		PREFIXED after 5 iterates
-0.15501456 C, r, r, R, R, R, R  ->  C, r, r, F, F, F, F  at  -0.15501456 		PREFIXED after 6 iterates
-0.15501456 C, r, r, R, R, R, R, R  ->  C, r, r, F, F, F, F, F  at  -0.15501456 		PREFIXED after 7 iterates
-0.15501456 C, r, r, R, R, R, R, R, R  ->  C, r, r, F, F, F, F, F, F  at  -0.15501456 		PREFIXED after 8 iterates
-0.15505224  C, r, r, F, F, F, F, F, F, F  ->  C, r, r, F, F, F, F, F, F, L  at  -0.15505224 		Period 9 orbit
-0.15507108  C, r, r, F, F, F, F, F, F, L  ->  C, r, r, F, F, F, F, F, F, r  at  -0.15507108 		PREZERO after 9 iterates
-0.15509934 C, r, r, F, F, F, F, F, F  ->  C, r, r, F, F, F, F, F, L  at  -0.15509934 		Period 8 orbit
-0.15511818  C, r, r, F, F, F, F, F, L, r  ->  C, r, r, F, F, F, F, F, L, L  at  -0.15511818 		PREZERO after 9 iterates
-0.15512446  C, r, r, F, F, F, F, F, L, L  ->  C, r, r, F, F, F, F, F, L, F  at  -0.15512446 		Period 9 orbit
-0.15513388  C, r, r, F, F, F, F, F, L, F  ->  C, r, r, F, F, F, F, F, L, R  at  -0.15513388 		PREFIXED after 9 iterates
-0.1551433  C, r, r, F, F, F, F, F, L  ->  C, r, r, F, F, F, F, F, r  at  -0.1551433 		PREZERO after 8 iterates
-0.15515272  C, r, r, F, F, F, F, F, r, R  ->  C, r, r, F, F, F, F, F, r, F  at  -0.15515272 		PREFIXED after 9 iterates
-0.15516842  C, r, r, F, F, F, F, F, r, F  ->  C, r, r, F, F, F, F, F, r, L  at  -0.15516842 		Period 9 orbit
-0.15518726  C, r, r, F, F, F, F, F, r, L  ->  C, r, r, F, F, F, F, F, r, r  at  -0.15518726 		PREZERO after 9 iterates
-0.15520924 C, r, r, F, F, F, F, F  ->  C, r, r, F, F, F, F, L  at  -0.15520924 		Period 7 orbit
-0.15522808  C, r, r, F, F, F, F, L, r, r  ->  C, r, r, F, F, F, F, L, r, L  at  -0.15522808 		PREZERO after 9 iterates
-0.15524064  C, r, r, F, F, F, F, L, r, L  ->  C, r, r, F, F, F, F, L, r, F  at  -0.15524064 		Period 9 orbit
-0.15525006  C, r, r, F, F, F, F, L, r, F  ->  C, r, r, F, F, F, F, L, r, R  at  -0.15525006 		PREFIXED after 9 iterates
-0.1552532  C, r, r, F, F, F, F, L, r  ->  C, r, r, F, F, F, F, L, L  at  -0.1552532 		PREZERO after 8 iterates
-0.15525948  C, r, r, F, F, F, F, L, L, R  ->  C, r, r, F, F, F, F, L, L, F  at  -0.15525948 		PREFIXED after 9 iterates
-0.15526262  C, r, r, F, F, F, F, L, L, F  ->  C, r, r, F, F, F, F, L, L, r  at  -0.15526262 
-0.15527204 C, r, r, F, F, F, F, L, L  ->  C, r, r, F, F, F, F, L, F  at  -0.15527204 		Period 8 orbit
-0.15527832  C, r, r, F, F, F, F, L, F, r  ->  C, r, r, F, F, F, F, L, F, L  at  -0.15527832 		PREZERO after 9 iterates
-0.15528146  C, r, r, F, F, F, F, L, F, L  ->  C, r, r, F, F, F, F, L, F, F  at  -0.15528146 		Period 9 orbit
-0.15528774  C, r, r, F, F, F, F, L, F, F  ->  C, r, r, F, F, F, F, L, R, R  at  -0.15528774 		PREFIXED after 9 iterates
-0.15528774 C, r, r, F, F, F, F, L, F  ->  C, r, r, F, F, F, F, L, R  at  -0.15528774 		PREFIXED after 8 iterates
-0.15530972 C, r, r, F, F, F, F, L  ->  C, r, r, F, F, F, F, r  at  -0.15530972 		PREZERO after 7 iterates
-0.15533484  C, r, r, F, F, F, F, r, R, R  ->  C, r, r, F, F, F, F, r, F, F  at  -0.15533484 		PREFIXED after 9 iterates
-0.15533484 C, r, r, F, F, F, F, r, R  ->  C, r, r, F, F, F, F, r, F  at  -0.15533484 		PREFIXED after 8 iterates
-0.15534426  C, r, r, F, F, F, F, r, F, F  ->  C, r, r, F, F, F, F, r, F, L  at  -0.15534426 		Period 9 orbit
-0.15535368  C, r, r, F, F, F, F, r, F, L  ->  C, r, r, F, F, F, F, r, F, r  at  -0.15535368 		PREZERO after 9 iterates
-0.15536624 C, r, r, F, F, F, F, r, F  ->  C, r, r, F, F, F, F, r, L  at  -0.15536624 		Period 8 orbit
-0.15538194  C, r, r, F, F, F, F, r, L, r  ->  C, r, r, F, F, F, F, r, L, L  at  -0.15538194 		PREZERO after 9 iterates
-0.15539136  C, r, r, F, F, F, F, r, L, L  ->  C, r, r, F, F, F, F, r, L, F  at  -0.15539136 		Period 9 orbit
-0.15540078  C, r, r, F, F, F, F, r, L, F  ->  C, r, r, F, F, F, F, r, L, R  at  -0.15540078 		PREFIXED after 9 iterates
-0.15541648 C, r, r, F, F, F, F, r, L  ->  C, r, r, F, F, F, F, r, r  at  -0.15541648 		PREZERO after 8 iterates
-0.15545416  C, r, r, F, F, F, F, r, r, R  ->  C, r, r, F, F, F, F, r, r, F  at  -0.15545416 		PREFIXED after 9 iterates
-0.15546672 C, r, r, F, F, F, F  ->  C, r, r, F, F, F, L  at  -0.15546672 		Period 6 orbit
-0.15547928  C, r, r, F, F, F, L, r, r, F  ->  C, r, r, F, F, F, L, r, r, R  at  -0.15547928 		PREFIXED after 9 iterates
-0.15551068 C, r, r, F, F, F, L, r, r  ->  C, r, r, F, F, F, L, r, L  at  -0.15551068 		PREZERO after 8 iterates
-0.15552324  C, r, r, F, F, F, L, r, L, R  ->  C, r, r, F, F, F, L, r, L, F  at  -0.15552324 		PREFIXED after 9 iterates
-0.15552952  C, r, r, F, F, F, L, r, L, F  ->  C, r, r, F, F, F, L, r, L, L  at  -0.15552952 		Period 9 orbit
-0.1555358 	 C, r, r, F, F, F, L, r, L, L  ->  C, r, r, F, F, F, L, r, L, r  at  -0.1555358 		PREZERO after 9 iterates
-0.15554522 C, r, r, F, F, F, L, r, L  ->  C, r, r, F, F, F, L, r, F  at  -0.15554522 		Period 8 orbit
-0.15555464  C, r, r, F, F, F, L, r, F, r  ->  C, r, r, F, F, F, L, r, F, L  at  -0.15555464 		PREZERO after 9 iterates
-0.15555778  C, r, r, F, F, F, L, r, F, L  ->  C, r, r, F, F, F, L, r, F, F  at  -0.15555778 		Period 9 orbit
-0.15556092  C, r, r, F, F, F, L, r, F, F  ->  C, r, r, F, F, F, L, r, R, R  at  -0.15556092 		PREFIXED after 9 iterates
-0.15556092 C, r, r, F, F, F, L, r, F  ->  C, r, r, F, F, F, L, r, R  at  -0.15556092 		PREFIXED after 8 iterates
-0.15557348 C, r, r, F, F, F, L, r  ->  C, r, r, F, F, F, L, L  at  -0.15557348 		PREZERO after 7 iterates
-0.1555829 	 C, r, r, F, F, F, L, L, R, R  ->  C, r, r, F, F, F, L, L, F, F  at  -0.1555829 		PREFIXED after 9 iterates
-0.1555829  C, r, r, F, F, F, L, L, R  ->  C, r, r, F, F, F, L, L, F  at  -0.1555829 		PREFIXED after 8 iterates
-0.15558604  C, r, r, F, F, F, L, L, F, F  ->  C, r, r, F, F, F, L, L, F, L  at  -0.15558604 		Period 9 orbit
-0.15558918  C, r, r, F, F, F, L, L, F, L  ->  C, r, r, F, F, F, L, L, F, r  at  -0.15558918 		PREZERO after 9 iterates
-0.15559232 C, r, r, F, F, F, L, L, F  ->  C, r, r, F, F, F, L, L, L  at  -0.15559232 		Period 8 orbit
-0.15559546  C, r, r, F, F, F, L, L, L, r  ->  C, r, r, F, F, F, L, L, L, R  at  -0.15559546 
-0.1555986 	 C, r, r, F, F, F, L, L, L, R  ->  C, r, r, F, F, F, L, L, r, F  at  -0.1555986 		PREFIXED after 9 iterates
-0.1555986  C, r, r, F, F, F, L, L, L  ->  C, r, r, F, F, F, L, L, r  at  -0.1555986 		PREZERO after 8 iterates
-0.15560174  C, r, r, F, F, F, L, L, r, F  ->  C, r, r, F, F, F, L, L, r, L  at  -0.15560174 		Period 9 orbit
-0.15560802  C, r, r, F, F, F, L, L, r, L  ->  C, r, r, F, F, F, L, L, r, r  at  -0.15560802 		PREZERO after 9 iterates
-0.15561116 C, r, r, F, F, F, L, L  ->  C, r, r, F, F, F, L, F  at  -0.15561116 		Period 7 orbit
-0.15562058  C, r, r, F, F, F, L, F, r, r  ->  C, r, r, F, F, F, L, F, r, L  at  -0.15562058 		PREZERO after 9 iterates
-0.15562372  C, r, r, F, F, F, L, F, r, L  ->  C, r, r, F, F, F, L, F, r, F  at  -0.15562372 		Period 9 orbit
-0.15562686  C, r, r, F, F, F, L, F, r, F  ->  C, r, r, F, F, F, L, F, r, R  at  -0.15562686 		PREFIXED after 9 iterates
-0.15563 	 C, r, r, F, F, F, L, F, r  ->  C, r, r, F, F, F, L, F, L  at  -0.15563 		PREZERO after 8 iterates
-0.15563314  C, r, r, F, F, F, L, F, L, R  ->  C, r, r, F, F, F, L, F, L, F  at  -0.15563314 		PREFIXED after 9 iterates
-0.15563628  C, r, r, F, F, F, L, F, L, F  ->  C, r, r, F, F, F, L, F, L, r  at  -0.15563628 
-0.15563942 C, r, r, F, F, F, L, F, L  ->  C, r, r, F, F, F, L, F, F  at  -0.15563942 		Period 8 orbit
-0.1556457 	 C, r, r, F, F, F, L, F, F, r  ->  C, r, r, F, F, F, L, F, F, L  at  -0.1556457 		PREZERO after 9 iterates
-0.15564884  C, r, r, F, F, F, L, F, F, L  ->  C, r, r, F, F, F, L, F, F, F  at  -0.15564884 		Period 9 orbit
-0.15565512  C, r, r, F, F, F, L, F, F, F  ->  C, r, r, F, F, F, L, R, R, R  at  -0.15565512 		PREFIXED after 9 iterates
-0.15565512 C, r, r, F, F, F, L, F  ->  C, r, r, F, F, F, L, R  at  -0.15565512 		PREFIXED after 7 iterates
-0.15565512 C, r, r, F, F, F, L, F, F  ->  C, r, r, F, F, F, L, R, R  at  -0.15565512 		PREFIXED after 8 iterates
-0.15570536 C, r, r, F, F, F, L  ->  C, r, r, F, F, F, r  at  -0.15570536 		PREZERO after 6 iterates
-0.15576816  C, r, r, F, F, F, r, R, R, R  ->  C, r, r, F, F, F, r, F, F, F  at  -0.15576816 		PREFIXED after 9 iterates
-0.15576816 C, r, r, F, F, F, r, R  ->  C, r, r, F, F, F, r, F  at  -0.15576816 		PREFIXED after 7 iterates
-0.15576816 C, r, r, F, F, F, r, R, R  ->  C, r, r, F, F, F, r, F, F  at  -0.15576816 		PREFIXED after 8 iterates
-0.15577758  C, r, r, F, F, F, r, F, F, F  ->  C, r, r, F, F, F, r, F, F, L  at  -0.15577758 		Period 9 orbit
-0.15578386  C, r, r, F, F, F, r, F, F, L  ->  C, r, r, F, F, F, r, F, F, r  at  -0.15578386 		PREZERO after 9 iterates
-0.15579328 C, r, r, F, F, F, r, F, F  ->  C, r, r, F, F, F, r, F, L  at  -0.15579328 		Period 8 orbit
-0.15579956  C, r, r, F, F, F, r, F, L, r  ->  C, r, r, F, F, F, r, F, L, L  at  -0.15579956 		PREZERO after 9 iterates
-0.1558027 	 C, r, r, F, F, F, r, F, L, L  ->  C, r, r, F, F, F, r, F, L, F  at  -0.1558027 		Period 9 orbit
-0.15580584  C, r, r, F, F, F, r, F, L, F  ->  C, r, r, F, F, F, r, F, L, R  at  -0.15580584 		PREFIXED after 9 iterates
-0.15580898 C, r, r, F, F, F, r, F, L  ->  C, r, r, F, F, F, r, F, r  at  -0.15580898 		PREZERO after 8 iterates
-0.15581526  C, r, r, F, F, F, r, F, r, R  ->  C, r, r, F, F, F, r, F, r, F  at  -0.15581526 		PREFIXED after 9 iterates
-0.15582154  C, r, r, F, F, F, r, F, r, F  ->  C, r, r, F, F, F, r, F, r, L  at  -0.15582154 		Period 9 orbit
-0.15583096  C, r, r, F, F, F, r, F, r, L  ->  C, r, r, F, F, F, r, F, r, r  at  -0.15583096 		PREZERO after 9 iterates
-0.15584666 C, r, r, F, F, F, r, F  ->  C, r, r, F, F, F, r, L  at  -0.15584666 		Period 7 orbit
-0.15585922  C, r, r, F, F, F, r, L, r, r  ->  C, r, r, F, F, F, r, L, r, L  at  -0.15585922 		PREZERO after 9 iterates
-0.15587178  C, r, r, F, F, F, r, L, r, L  ->  C, r, r, F, F, F, r, L, r, F  at  -0.15587178 		Period 9 orbit
-0.15587806  C, r, r, F, F, F, r, L, r, F  ->  C, r, r, F, F, F, r, L, r, R  at  -0.15587806 		PREFIXED after 9 iterates
-0.15588434 C, r, r, F, F, F, r, L, r  ->  C, r, r, F, F, F, r, L, L  at  -0.15588434 		PREZERO after 8 iterates
-0.15588748  C, r, r, F, F, F, r, L, L, R  ->  C, r, r, F, F, F, r, L, L, F  at  -0.15588748 		PREFIXED after 9 iterates
-0.15589062  C, r, r, F, F, F, r, L, L, F  ->  C, r, r, F, F, F, r, L, L, L  at  -0.15589062 		Period 9 orbit
-0.15589376  C, r, r, F, F, F, r, L, L, L  ->  C, r, r, F, F, F, r, L, L, r  at  -0.15589376 		PREZERO after 9 iterates
-0.15590004 C, r, r, F, F, F, r, L, L  ->  C, r, r, F, F, F, r, L, F  at  -0.15590004 		Period 8 orbit
-0.1559126 	 C, r, r, F, F, F, r, L, F, r  ->  C, r, r, F, F, F, r, L, F, L  at  -0.1559126 		PREZERO after 9 iterates
-0.15591574  C, r, r, F, F, F, r, L, F, L  ->  C, r, r, F, F, F, r, L, F, F  at  -0.15591574 		Period 9 orbit
-0.15592516  C, r, r, F, F, F, r, L, F, F  ->  C, r, r, F, F, F, r, L, R, R  at  -0.15592516 		PREFIXED after 9 iterates
-0.15592516 C, r, r, F, F, F, r, L, F  ->  C, r, r, F, F, F, r, L, R  at  -0.15592516 		PREFIXED after 8 iterates
-0.15596284 C, r, r, F, F, F, r, L  ->  C, r, r, F, F, F, r, r  at  -0.15596284 		PREZERO after 7 iterates
-0.15604762  C, r, r, F, F, F, r, r, R, R  ->  C, r, r, F, F, F, r, r, F, F  at  -0.15604762 		PREFIXED after 9 iterates
-0.15604762 C, r, r, F, F, F, r, r, R  ->  C, r, r, F, F, F, r, r, F  at  -0.15604762 		PREFIXED after 8 iterates
-0.15609472 C, r, r, F, F, F  ->  C, r, r, F, F, L  at  -0.15609472 		Period 5 orbit
-0.15614182  C, r, r, F, F, L, r, r, F, F  ->  C, r, r, F, F, L, r, r, R, R  at  -0.15614182 		PREFIXED after 9 iterates
-0.15614182 C, r, r, F, F, L, r, r, F  ->  C, r, r, F, F, L, r, r, R  at  -0.15614182 		PREFIXED after 8 iterates
-0.1562109  C, r, r, F, F, L, r, r  ->  C, r, r, F, F, L, r, L  at  -0.1562109 		PREZERO after 7 iterates
-0.15623916  C, r, r, F, F, L, r, L, R, R  ->  C, r, r, F, F, L, r, L, F, F  at  -0.15623916 		PREFIXED after 9 iterates
-0.15623916 C, r, r, F, F, L, r, L, R  ->  C, r, r, F, F, L, r, L, F  at  -0.15623916 		PREFIXED after 8 iterates
-0.15624544  C, r, r, F, F, L, r, L, F, F  ->  C, r, r, F, F, L, r, L, F, L  at  -0.15624544 		Period 9 orbit
-0.15624858  C, r, r, F, F, L, r, L, F, L  ->  C, r, r, F, F, L, r, L, F, r  at  -0.15624858 		PREZERO after 9 iterates
-0.15625486 C, r, r, F, F, L, r, L, F  ->  C, r, r, F, F, L, r, L, L  at  -0.15625486 		Period 8 orbit
-0.15626114  C, r, r, F, F, L, r, L, L, r  ->  C, r, r, F, F, L, r, L, L, F  at  -0.15626114 
-0.15626428  C, r, r, F, F, L, r, L, L, F  ->  C, r, r, F, F, L, r, L, L, R  at  -0.15626428 		PREFIXED after 9 iterates
-0.15626742 C, r, r, F, F, L, r, L, L  ->  C, r, r, F, F, L, r, L, r  at  -0.15626742 		PREZERO after 8 iterates
-0.15627056  C, r, r, F, F, L, r, L, r, R  ->  C, r, r, F, F, L, r, L, r, F  at  -0.15627056 		PREFIXED after 9 iterates
-0.1562737 	 C, r, r, F, F, L, r, L, r, F  ->  C, r, r, F, F, L, r, L, r, L  at  -0.1562737 		Period 9 orbit
-0.15628312  C, r, r, F, F, L, r, L, r, L  ->  C, r, r, F, F, L, r, L, r, r  at  -0.15628312 		PREZERO after 9 iterates
-0.15629254 C, r, r, F, F, L, r, L  ->  C, r, r, F, F, L, r, F  at  -0.15629254 		Period 7 orbit
-0.15629882  C, r, r, F, F, L, r, F, r, r  ->  C, r, r, F, F, L, r, F, r, L  at  -0.15629882 		PREZERO after 9 iterates
-0.15630824  C, r, r, F, F, L, r, F, r, L  ->  C, r, r, F, F, L, r, F, r, F  at  -0.15630824 		Period 9 orbit
-0.15631138  C, r, r, F, F, L, r, F, r, F  ->  C, r, r, F, F, L, r, F, r, R  at  -0.15631138 		PREFIXED after 9 iterates
-0.15631452  C, r, r, F, F, L, r, F, r, R  ->  C, r, r, F, F, L, r, F, L, F  at  -0.15631452 		PREFIXED after 9 iterates
-0.15631452 C, r, r, F, F, L, r, F, r  ->  C, r, r, F, F, L, r, F, L  at  -0.15631452 		PREZERO after 8 iterates
-0.15631766  C, r, r, F, F, L, r, F, L, F  ->  C, r, r, F, F, L, r, F, L, r  at  -0.15631766 
-0.15632394 C, r, r, F, F, L, r, F, L  ->  C, r, r, F, F, L, r, F, F  at  -0.15632394 		Period 8 orbit
-0.15632708  C, r, r, F, F, L, r, F, F, r  ->  C, r, r, F, F, L, r, F, F, L  at  -0.15632708 		PREZERO after 9 iterates
-0.15633022  C, r, r, F, F, L, r, F, F, L  ->  C, r, r, F, F, L, r, F, F, F  at  -0.15633022 		Period 9 orbit
-0.1563365 	 C, r, r, F, F, L, r, F, F, F  ->  C, r, r, F, F, L, r, R, R, R  at  -0.1563365 		PREFIXED after 9 iterates
-0.1563365  C, r, r, F, F, L, r, F  ->  C, r, r, F, F, L, r, R  at  -0.1563365 		PREFIXED after 7 iterates
-0.1563365  C, r, r, F, F, L, r, F, F  ->  C, r, r, F, F, L, r, R, R  at  -0.1563365 		PREFIXED after 8 iterates
-0.1563679 C, r, r, F, F, L, r  ->  C, r, r, F, F, L, L  at  -0.1563679 		PREZERO after 6 iterates
-0.15638988  C, r, r, F, F, L, L, R, R, R  ->  C, r, r, F, F, L, L, F, F, F  at  -0.15638988 		PREFIXED after 9 iterates
-0.15638988 C, r, r, F, F, L, L, R  ->  C, r, r, F, F, L, L, F  at  -0.15638988 		PREFIXED after 7 iterates
-0.15638988 C, r, r, F, F, L, L, R, R  ->  C, r, r, F, F, L, L, F, F  at  -0.15638988 		PREFIXED after 8 iterates
-0.15639302  C, r, r, F, F, L, L, F, F, F  ->  C, r, r, F, F, L, L, F, F, L  at  -0.15639302 		Period 9 orbit
-0.15639616  C, r, r, F, F, L, L, F, F, L  ->  C, r, r, F, F, L, L, F, L, r  at  -0.15639616 		PREZERO after 9 iterates
-0.15639616 C, r, r, F, F, L, L, F, F  ->  C, r, r, F, F, L, L, F, L  at  -0.15639616 		Period 8 orbit
-0.1563993  C, r, r, F, F, L, L, F, L, r  ->  C, r, r, F, F, L, L, F, L, R  at  -0.1563993 
-0.15640244  C, r, r, F, F, L, L, F, L, R  ->  C, r, r, F, F, L, L, F, r, L  at  -0.15640244 
-0.15640244 C, r, r, F, F, L, L, F, L  ->  C, r, r, F, F, L, L, F, r  at  -0.15640244 		PREZERO after 8 iterates
-0.15640558  C, r, r, F, F, L, L, F, r, L  ->  C, r, r, F, F, L, L, F, r, r  at  -0.15640558 		PREZERO after 9 iterates
-0.15640872 C, r, r, F, F, L, L, F  ->  C, r, r, F, F, L, L, L  at  -0.15640872 		Period 7 orbit
-0.15641186  C, r, r, F, F, L, L, L, r, r  ->  C, r, r, F, F, L, L, L, r, L  at  -0.15641186 		PREZERO after 9 iterates
-0.156415  C, r, r, F, F, L, L, L, r  ->  C, r, r, F, F, L, L, L, L  at  -0.156415 		PREZERO after 8 iterates
-0.15641814  C, r, r, F, F, L, L, L, L, L  ->  C, r, r, F, F, L, L, L, F, F  at  -0.15641814 		Period 9 orbit
-0.15641814 C, r, r, F, F, L, L, L, L  ->  C, r, r, F, F, L, L, L, F  at  -0.15641814 		Period 8 orbit
-0.15642128  C, r, r, F, F, L, L, L, F, F  ->  C, r, r, F, F, L, L, L, R, R  at  -0.15642128 		PREFIXED after 9 iterates
-0.15642128 C, r, r, F, F, L, L, L, F  ->  C, r, r, F, F, L, L, L, R  at  -0.15642128 		PREFIXED after 8 iterates
-0.15642442 C, r, r, F, F, L, L, L  ->  C, r, r, F, F, L, L, r  at  -0.15642442 		PREZERO after 7 iterates
-0.15642756  C, r, r, F, F, L, L, r, R, R  ->  C, r, r, F, F, L, L, r, F, F  at  -0.15642756 		PREFIXED after 9 iterates
-0.15642756 C, r, r, F, F, L, L, r, R  ->  C, r, r, F, F, L, L, r, F  at  -0.15642756 		PREFIXED after 8 iterates
-0.1564307  C, r, r, F, F, L, L, r, F, F  ->  C, r, r, F, F, L, L, r, F, r  at  -0.1564307 
-0.15643384 C, r, r, F, F, L, L, r, F  ->  C, r, r, F, F, L, L, r, L  at  -0.15643384 		Period 8 orbit
-0.15644012  C, r, r, F, F, L, L, r, L, r  ->  C, r, r, F, F, L, L, r, L, F  at  -0.15644012 
-0.15644326  C, r, r, F, F, L, L, r, L, F  ->  C, r, r, F, F, L, L, r, L, R  at  -0.15644326 		PREFIXED after 9 iterates
-0.1564464  C, r, r, F, F, L, L, r, L  ->  C, r, r, F, F, L, L, r, r  at  -0.1564464 		PREZERO after 8 iterates
-0.15645582  C, r, r, F, F, L, L, r, r, R  ->  C, r, r, F, F, L, L, r, r, F  at  -0.15645582 		PREFIXED after 9 iterates
-0.1564621 C, r, r, F, F, L, L  ->  C, r, r, F, F, L, F  at  -0.1564621 		Period 6 orbit
-0.15647152  C, r, r, F, F, L, F, r, r, F  ->  C, r, r, F, F, L, F, r, r, R  at  -0.15647152 		PREFIXED after 9 iterates
-0.15648094 C, r, r, F, F, L, F, r, r  ->  C, r, r, F, F, L, F, r, L  at  -0.15648094 		PREZERO after 8 iterates
-0.15648408  C, r, r, F, F, L, F, r, L, R  ->  C, r, r, F, F, L, F, r, L, F  at  -0.15648408 		PREFIXED after 9 iterates
-0.15648722  C, r, r, F, F, L, F, r, L, F  ->  C, r, r, F, F, L, F, r, L, L  at  -0.15648722 		Period 9 orbit
-0.15649036  C, r, r, F, F, L, F, r, L, L  ->  C, r, r, F, F, L, F, r, L, r  at  -0.15649036 		PREZERO after 9 iterates
-0.1564935  C, r, r, F, F, L, F, r, L  ->  C, r, r, F, F, L, F, r, F  at  -0.1564935 		Period 8 orbit
-0.15649978  C, r, r, F, F, L, F, r, F, r  ->  C, r, r, F, F, L, F, r, F, F  at  -0.15649978 
-0.15650292  C, r, r, F, F, L, F, r, F, F  ->  C, r, r, F, F, L, F, r, R, R  at  -0.15650292 		PREFIXED after 9 iterates
-0.15650292 C, r, r, F, F, L, F, r, F  ->  C, r, r, F, F, L, F, r, R  at  -0.15650292 		PREFIXED after 8 iterates
-0.1565092  C, r, r, F, F, L, F, r  ->  C, r, r, F, F, L, F, L  at  -0.1565092 		PREZERO after 7 iterates
-0.15651548  C, r, r, F, F, L, F, L, R, R  ->  C, r, r, F, F, L, F, L, F, L  at  -0.15651548 
-0.15651548 C, r, r, F, F, L, F, L, R  ->  C, r, r, F, F, L, F, L, F  at  -0.15651548 		PREFIXED after 8 iterates
-0.15651862  C, r, r, F, F, L, F, L, F, L  ->  C, r, r, F, F, L, F, L, L, r  at  -0.15651862 		PREZERO after 9 iterates
-0.15651862 C, r, r, F, F, L, F, L, F  ->  C, r, r, F, F, L, F, L, L  at  -0.15651862 		Period 8 orbit
-0.15652176  C, r, r, F, F, L, F, L, L, r  ->  C, r, r, F, F, L, F, L, L, R  at  -0.15652176 
-0.1565249 	 C, r, r, F, F, L, F, L, L, R  ->  C, r, r, F, F, L, F, L, r, F  at  -0.1565249 		PREFIXED after 9 iterates
-0.1565249  C, r, r, F, F, L, F, L, L  ->  C, r, r, F, F, L, F, L, r  at  -0.1565249 		PREZERO after 8 iterates
-0.15652804  C, r, r, F, F, L, F, L, r, F  ->  C, r, r, F, F, L, F, L, r, L  at  -0.15652804 		Period 9 orbit
-0.15653118  C, r, r, F, F, L, F, L, r, L  ->  C, r, r, F, F, L, F, L, r, r  at  -0.15653118 		PREZERO after 9 iterates
-0.15653432 C, r, r, F, F, L, F, L  ->  C, r, r, F, F, L, F, F  at  -0.15653432 		Period 7 orbit
-0.1565406 	 C, r, r, F, F, L, F, F, r, r  ->  C, r, r, F, F, L, F, F, r, L  at  -0.1565406 		PREZERO after 9 iterates
-0.15654374  C, r, r, F, F, L, F, F, r, L  ->  C, r, r, F, F, L, F, F, r, F  at  -0.15654374 		Period 9 orbit
-0.15654688  C, r, r, F, F, L, F, F, r, F  ->  C, r, r, F, F, L, F, F, r, R  at  -0.15654688 		PREFIXED after 9 iterates
-0.15655002  C, r, r, F, F, L, F, F, r, R  ->  C, r, r, F, F, L, F, F, L, F  at  -0.15655002 		PREFIXED after 9 iterates
-0.15655002 C, r, r, F, F, L, F, F, r  ->  C, r, r, F, F, L, F, F, L  at  -0.15655002 		PREZERO after 8 iterates
-0.15655316  C, r, r, F, F, L, F, F, L, F  ->  C, r, r, F, F, L, F, F, L, r  at  -0.15655316 
-0.1565563  C, r, r, F, F, L, F, F, L  ->  C, r, r, F, F, L, F, F, F  at  -0.1565563 		Period 8 orbit
-0.15656258  C, r, r, F, F, L, F, F, F, r  ->  C, r, r, F, F, L, F, F, F, L  at  -0.15656258 		PREZERO after 9 iterates
-0.15656572  C, r, r, F, F, L, F, F, F, L  ->  C, r, r, F, F, L, F, F, F, F  at  -0.15656572 		Period 9 orbit
-0.15657514  C, r, r, F, F, L, F, F, F, F  ->  C, r, r, F, F, L, R, R, R, R  at  -0.15657514 		PREFIXED after 9 iterates
-0.15657514 C, r, r, F, F, L, F  ->  C, r, r, F, F, L, R  at  -0.15657514 		PREFIXED after 6 iterates
-0.15657514 C, r, r, F, F, L, F, F  ->  C, r, r, F, F, L, R, R  at  -0.15657514 		PREFIXED after 7 iterates
-0.15657514 C, r, r, F, F, L, F, F, F  ->  C, r, r, F, F, L, R, R, R  at  -0.15657514 		PREFIXED after 8 iterates
-0.15670702 C, r, r, F, F, L  ->  C, r, r, F, F, r  at  -0.15670702 		PREZERO after 5 iterates
-0.15686716  C, r, r, F, F, r, R, R, R, R  ->  C, r, r, F, F, r, F, F, F, F  at  -0.15686716 		PREFIXED after 9 iterates
-0.15686716 C, r, r, F, F, r, R  ->  C, r, r, F, F, r, F  at  -0.15686716 		PREFIXED after 6 iterates
-0.15686716 C, r, r, F, F, r, R, R  ->  C, r, r, F, F, r, F, F  at  -0.15686716 		PREFIXED after 7 iterates
-0.15686716 C, r, r, F, F, r, R, R, R  ->  C, r, r, F, F, r, F, F, F  at  -0.15686716 		PREFIXED after 8 iterates
-0.15687972  C, r, r, F, F, r, F, F, F, F  ->  C, r, r, F, F, r, F, F, F, L  at  -0.15687972 		Period 9 orbit
